,titles,category
49,"윤석열 vs 한동훈 ""지금은 예고편에 불과…본편은 공천 싸움""",Politics
50,민주 총선 軍공약 발표…“사병 휴대전화 요금 할인비율 50%로”,Politics
51,"용산 자극 피하려? 한동훈, 김건희·김경율 관련 입장 묻자 '침묵'",Politics
52,"野 ""軍 당직비 인상·사병 전화요금 절반 할인·동원훈련 단축""",Politics
53,尹·韓 '절반의 화해'…'김여사·김경율·민심' 불씨 남아,Politics
54,"이재명 ""대통령, 절규하는 피해 국민 배경으로 정치쇼""",Politics
55,"유권자 69% ""尹, 김건희 문제에 입장 밝혀야"" [엠브레인퍼블릭]",Politics
56,"[뉴스1 PIC 한동훈, 총선 승리 다짐 ""함께 가면 길이 됩니다""",Politics
57,김무성 “김건희 직접 나설 필요 없다…김경율 사퇴해야”,Politics
58,"이상민 “김경율, 지금 그만두면 입 틀어막는 것…당에도 역효과”",Politics
59,"윤석열 입은 점퍼, 한동훈과 특검 때 함께 입던 옷? [Y녹취록]",Politics
60,"이인제, ""이재명, '우리 북한' 작심하고 한 말""",Politics
61,"이준석 ""한동훈 '삼일천하'도 안돼…어설픈 봉합으로 진퇴양난""",Politics
62,"시민 69% “윤 대통령, 김건희 관련 입장표명해야”",Politics
63,"與 대변인 ""'윤-한 갈등' 없었다…의사소통의 일시적 교란 정도""",Politics
64,대통령실 '김경율' 말 안하고…한동훈 '김 여사' 답변 'NO',Politics
65,"추미애, 親文 임종석·노영민에 ""정치적 양심 실종""",Politics
66,'폴더인사' 챙기고 '상인 분노' 남긴 현장 방문(영상),Politics
67,"합참 ""북한, 서해 일대에서 순항미사일 여러 발 발사""(종합)",Politics
68,이준석·허은아 “윤-한 어설픈 봉합… 역시나 약속대련”,Politics
69,"“노무현과 윤석열의 ‘거부권’, 근본이 다르다”",Politics
70,"합참 ""北, 서해 일대에서 순항미사일 여러 발 발사""…화살-1·2형에 무게",Politics
71,"與 공관위원장, 尹·韓 갈등봉합에 ""굿뉴스""…김경율 전략공천 가능성도",Politics
72,"금태섭 ""野, 한동훈 비판 전 본인들부터… 유권자 공감 얻기 어려워""",Politics
73,"北, 서해 일대에서 순항미사일 수발 쏴... 軍 ""추가 징후 주시"" (종합)",Politics
74,"김웅 ""김 여사, 사저 가거나 외국 나가는 정도 방법 취해야""",Politics
75,미래 권력에 줄 서나? '친윤'의 침묵,Politics
76,"北, 해일 시험 닷새 만에 순항미사일 쏴…올해 6번째 도발[일지]",Politics
77,‘반윤’이면 ‘반문’도 좋다…민주당 계파갈등 자극하는 이언주 복당 논란,Politics
78,"北, 이번엔 순항미사일 도발…“서해 일대서 여러 발 발사”",Politics
79,"중대재해법 D-3 與 ""유예 마지막까지 최선"" vs 野 ""산안청 수용해야""",Politics
80,"이재명 “절규하는 국민 앞에서 정치쇼”…야, ‘윤·한 화해’ 이틀째 맹폭",Politics
81,"이재명 ""재난현장 배경으로 정치쇼…역사에 남을 사건""",Politics
82,"北, 이번엔 서해상으로 순항미사일 발사… 軍 ""추가활동 주시 중""(종합)",Politics
83,北 1985년부터 풍계리 핵실험장 건설 추정…'비밀 해제' 위성사진 공개,Politics
84,"원희룡 “‘김건희 명품백 논란’, 국민 납득할 수 있게 풀긴 풀어야”",Politics
85,"""그냥 가면 뭐하러 오신 거야"" 상인들 분노‥野 ""정치쇼 이용""",Politics
86,"민주 ""윤-한, 화재 현장서 '갈등 봉합쇼'…재난을 장식품으로 활용""",Politics
87,"김웅 ""김건희 명품백, 해결책은 과거 YS·DJ 복기…납작 엎드려야""",Politics
88,"김경율 ""사퇴 의사 없다…김 여사 명품백 입장은 밝혀야""",Politics
89,부산 4개 지역구 전략공천?…원외 정치신인들 전전긍긍,Politics
90,"尹·韓 갈등은 봉합...""'김건희 리스크'는 여전"" 우려",Politics
91,"[전격시사] 김근식 “尹-한동훈, 서둘러 봉합…한동훈 판정승”, 김준일 “尹-한동훈, 윈-윈 아닌 루즈-루즈 게임”",Politics
92,"""金 해외 나가야"" 주장까지…국민의힘, '김건희 리스크' 여진",Politics
93,[연합뉴스 이 시각 헤드라인] - 10:30,Politics
94,'디올백'이 대통령기록물? 'YS 에르메스백' 전례로 따져보니,Politics
95,"김남국 ""햄버거집서 소개팅…비싸서 하나 나눠먹었다""",Politics
96,"국민의힘 공관위 ""전략공천 50곳까지""···'주호영 감점 제외' 등 이의신청은 결론 못 내",Politics
97,"“다 진 게임…김건희 여사, 사저나 외국 나가야 국면 전환”",Politics
98,"이재명 “서천시장 봉합쇼, 수해 현장서 사진 타령하던 장면 떠올라”",Politics
99,“의전이냐” “배짱 부족”…尹 향한 韓 ‘폴더 인사’ 비판하는 정치권,Politics
