,titles,category
53,고성 향로봉 체감온도 영하 35도…'최강한파' 지속·모레 오후부터 풀려,Culture
54,"[정지원의 피부이야기] 늙음 신호, 목주름 예방할 수 있다",Culture
55,"밖에 나가기 무서워…동장군 맹위, 울릉도·독도는 25일까지 ‘폭설’",Culture
56,"""'극소용돌이' 급격한 붕괴에 한파""...기상학자가 주목한 현상 [Y녹취록]",Culture
57,"신라면, 2년 연속 매출 1조 돌파…""1초에 53개씩 팔렸다""",Culture
58,러시안 룰렛이나 다름없는 유통기한 지난 약,Culture
59,"메디톡스·휴젤 美 ITC소송, 핵심 쟁점 '균주·공정' 모두 빠졌다",Culture
60,금요일까지 춥다는데...난방비 줄이는 보일러 관리법은?,Culture
61,[아침뉴스타임 날씨] 오늘도 강추위…호남 서부·제주에 눈,Culture
62,[뉴스라이더] 전국이 '꽁꽁'...북미 얼린 '북극발 한파' 한반도로?,Culture
63,"‘매크로’ 돌려 수십배 폭리… 예매 못한 찐팬, 울며 겨자먹기 구매[Who, What, Wh ",Culture
64,"""커피는 되고 술은 안되고""...폐에 좋은 음식 vs 나쁜 음식",Culture
65,LFP 배터리 보조금 줄어든다… 기아 레이·KG 토레스 값 오를듯,Culture
66,[동물이 건강한 집] 실수로 떨어뜨렸어요! 강아지 떨어짐 낙상 병원에 꼭 가야할까요?,Culture
67,"""고양 서오릉·김포 장릉, 다음 달부터 오전 7시에 문 열어요""",Culture
68,강원 산지는 체감 -35도…전국 덮친 한파 오늘도 이어져,Culture
69,한 달에 한 번만 마셔도…‘수면장애’ 위험 높인다는 이 음료,Culture
70,"공지영 ""고독이 선사한 행복…그 절정서 죽을 듯""",Culture
71,"[밀당36  당뇨 환자 장염으로 고생 중인데, 어느 병원 가야 하나요?",Culture
72,제주 사흘째 '꽁꽁'… 막혔던 하늘‧바닷길은 다시 열려,Culture
73,"한 달에 한 번만 마셔도 치명적…""푹 자려면 이 음료 피해야""",Culture
74,서해안 최고 40㎝ 폭설…서울 체감 -17도 한파,Culture
75,"제주도 3일째 온통 '꽁꽁'…""항공편 운항 확인 필요""",Culture
76,[날씨] 출근길 -10'C 안팎 강추위 계속…호남·제주 대설,Culture
77,최강 한파 계속…항공 346편 결항·수도계량기 동파 피해 잇따라,Culture
78,방귀를 참으면 우리 몸에서 어떤 일이 벌어질까,Culture
79,"[날씨] 제주 사흘째 대설특보…내일 오전까지 눈·비, 강풍",Culture
80,우리는 왜 식이요법에 솔깃할까…신간 '불안을 먹는 사람들',Culture
81,"[날씨] 사흘째 '냉동고' 한파, 서울 체감 -17.4℃...서해안·제주 대설",Culture
82,“정권의 노골적인 퇴진 압박…환멸 느껴 나왔다”,Culture
83,[한경 오늘의 운세] 2024년 1월 24일 오늘의 띠별 운세,Culture
84,"'신약에 진심' 이수민 센터장 ""2~3년 안에 기술수출 2~3개 성과낼 것""",Culture
85,"[지도위를 걷다 완주 서방산, 종남산] 쇼핑하는 기분으로 봉우리들을 탐하다",Culture
86,[날씨] 광주·전남 서부 곳곳 대설 특보…오전까지 눈,Culture
87,"""추워도 너무 추워"" 한파특보 계속…남부에는 폭설",Culture
88,‘새해’ 당장 버려야 할 냉장고 속 7가지 ‘그것’,Culture
89,"[오늘날씨] ""강추위 계속"" 서울 출근길 '영하 12도'…제주엔 폭설",Culture
90,서해안 사흘째 대설 특보…서울 체감 -17도 한파,Culture
91,없던 영양소도 생겨… 말려 먹으면 더 좋은 채소 5가지,Culture
92,[날씨] 전국 영하권 강추위 기승…호남·제주 중심 폭설,Culture
93,[날씨클릭] 아침 출근길 영하 10도 안팎…서해안 많은 눈,Culture
94,"""충격 실체"" 파리 5초 앉았다 간 음식, 먹어도 될까?",Culture
95,"""제주 감귤 중 단 5%... 이것은 먹거리 혁명입니다"" [제주 사름이 사는 법]",Culture
96,기후변화로 먹이 줄어… 곰 민가 습격 늘어난 일본,Culture
97,부산서 산책 중 들개 습격…반복되는 개물림 사고 대처법은,Culture
